Unnamed: 0,车站代码,地址,城市,省份,坐标（高德GCJ-02坐标系）
洛阳龙门,LLF,河南省洛阳市洛龙区龙门火车站,洛阳市,河南省,"112.458641,34.593880"
柳园,DHR,甘肃省酒泉市瓜州县柳园镇,酒泉市,甘肃省,"95.504349,41.105602"
凌源,LYD,辽宁省朝阳市凌源市凌源火车站,朝阳市,辽宁省,"119.382188,41.235914"
辽源,LYL,吉林省辽源市龙山区辽源火车站,辽源市,吉林省,"125.129726,42.904822"
立志,LZX,黑龙江省大庆市大同区立志街道,大庆市,黑龙江省,"124.576126,45.996307"
柳州,LZZ,广西壮族自治区柳州市柳南区柳州火车站,柳州市,广西壮族自治区,"109.389415,24.307586"
辽中,LZD,辽宁省沈阳市辽中区辽中火车站,沈阳市,辽宁省,"122.770944,41.559398"
麻城,MCN,湖北省黄冈市麻城市麻城火车站,黄冈市,湖北省,"114.963573,31.145779"
免渡河,MDX,内蒙古自治区呼伦贝尔市牙克石市免渡河镇,呼伦贝尔市,内蒙古自治区,"121.046684,49.094669"
牡丹江,MDB,黑龙江省牡丹江市东安区牡丹江火车站,牡丹江市,黑龙江省,"129.613331,44.590990"
莫尔道嘎,MRX,四川省凉山彝族自治州普格县莫尔村,凉山彝族自治州,四川省,"102.640831,27.650787"
明光,MGH,,,,
满归,MHX,内蒙古自治区呼伦贝尔市根河市满归镇,呼伦贝尔市,内蒙古自治区,"122.082451,52.044468"
漠河,MVX,黑龙江省大兴安岭地区漠河县漠河,大兴安岭地区,黑龙江省,"122.529619,52.970721"
茂名,MDQ,广东省茂名市茂南区茂名火车站,茂名市,广东省,"110.928710,21.643051"
茂名西,MMZ,广东省茂名市茂南区西火车站,茂名市,广东省,"110.847924,21.680727"
密山,MSB,黑龙江省鸡西市密山市密山火车站,鸡西市,黑龙江省,"131.872105,45.549742"
马三家,MJT,辽宁省沈阳市于洪区马三家镇,沈阳市,辽宁省,"123.241844,41.897400"
麻尾,VAW,贵州省黔南布依族苗族自治州独山县麻尾镇,黔南布依族苗族自治州,贵州省,"107.464722,25.335764"
绵阳,MYW,四川省绵阳市涪城区绵阳火车站,绵阳市,四川省,"104.719268,31.458955"
梅州,MOQ,广东省梅州市梅江区梅州火车站,梅州市,广东省,"116.131011,24.258728"
满洲里,MLX,内蒙古自治区呼伦贝尔市满洲里市满洲里火车站,呼伦贝尔市,内蒙古自治区,"117.450264,49.585071"
宁波东,NVH,浙江省宁波市鄞州区东火车站,宁波市,浙江省,"121.585249,29.848108"
宁波,NGH,浙江省宁波市海曙区宁波火车站,宁波市,浙江省,"121.536694,29.861861"
南岔,NCB,黑龙江省伊春市南岔区南岔火车站,伊春市,黑龙江省,"129.279878,47.133287"
南充,NCW,四川省南充市顺庆区南充火车站,南充市,四川省,"106.085912,30.807854"
南丹,NDZ,广西壮族自治区河池市南丹县南丹火车站,河池市,广西壮族自治区,"107.558223,24.975776"
南大庙,NMP,河北省张家口市宣化区南大街道,张家口市,河北省,"115.050285,40.606426"
南芬,NFT,辽宁省本溪市南芬区南芬,本溪市,辽宁省,"123.753290,41.107676"
讷河,NHX,黑龙江省齐齐哈尔市讷河市讷河火车站,齐齐哈尔市,黑龙江省,"124.846794,48.481064"
嫩江,NGX,黑龙江省黑河市嫩江县嫩江,黑河市,黑龙江省,"125.227799,49.268570"
内江,NJW,四川省内江市市中区内江火车站,内江市,四川省,"105.036388,29.587862"
南平,NPS,福建省南平市延平区南平火车站,南平市,福建省,"118.177729,26.622216"
南通,NUH,江苏省南通市港闸区南通火车站,南通市,江苏省,"120.859429,32.068141"
南阳,NFF,河南省南阳市宛城区南阳火车站,南阳市,河南省,"112.535812,32.991636"
碾子山,NZX,黑龙江省齐齐哈尔市碾子山区碾子山火车站,齐齐哈尔市,黑龙江省,"122.882523,47.515513"
平顶山,PEN,河南省平顶山市湛河区平顶山火车站,平顶山市,河南省,"113.304085,33.719219"
盘锦,PVD,辽宁省盘锦市双台子区盘锦火车站,盘锦市,辽宁省,"122.061622,41.197437"
平凉,PIJ,甘肃省平凉市崆峒区平凉火车站,平凉市,甘肃省,"106.648575,35.535228"
平凉南,POJ,甘肃省平凉市华亭县南火车站,平凉市,甘肃省,"106.767218,35.199305"
平泉,PQP,河北省承德市平泉市平泉火车站,承德市,河北省,"118.700127,40.999571"
坪石,PSQ,广东省韶关市乐昌市坪石镇,韶关市,广东省,"113.063141,25.280548"
萍乡,PXG,江西省萍乡市安源区萍乡火车站,萍乡市,江西省,"113.843466,27.645646"
凭祥,PXZ,广西壮族自治区崇左市凭祥市凭祥火车站,崇左市,广西壮族自治区,"106.743267,22.078048"
郫县西,PCW,四川省成都市郫都区郫县,成都市,四川省,"103.886629,30.808481"
攀枝花,PRW,四川省攀枝花市仁和区攀枝花火车站,攀枝花市,四川省,"101.850720,26.544175"
蕲春,QRN,湖北省黄冈市蕲春县蕲春火车站,黄冈市,湖北省,"115.446609,30.242674"
青城山,QSW,四川省眉山市青神县青城镇,眉山市,四川省,"103.816719,29.874765"
青岛,QDK,山东省青岛市市南区青岛火车站,青岛市,山东省,"120.311605,36.063919"
清河城,QYP,河北省邢台市清河县清河城火车站,邢台市,河北省,"115.686600,37.063370"
曲靖,QJM,云南省曲靖市麒麟区曲靖火车站,曲靖市,云南省,"103.791922,25.526097"
黔江,QNW,重庆市黔江区黔江火车站,重庆市,重庆市,"108.790931,29.443407"
前进镇,QEB,黑龙江省佳木斯市同江市前进火车站,佳木斯市,黑龙江省,"133.122748,47.544868"
齐齐哈尔,QHX,黑龙江省齐齐哈尔市铁锋区齐齐哈尔火车站,齐齐哈尔市,黑龙江省,"123.995942,47.340275"
七台河,QTB,黑龙江省七台河市新兴区七台河火车站,七台河市,黑龙江省,"130.901550,45.810452"
沁县,QVV,山西省长治市沁县沁县火车站,长治市,山西省,"112.705182,36.758684"
泉州东,QRS,福建省泉州市丰泽区东火车站,泉州市,福建省,"118.639261,24.921608"
泉州,QYS,福建省泉州市南安市泉州火车站,泉州市,福建省,"118.563485,24.970335"
衢州,QEH,浙江省衢州市柯城区衢州火车站,衢州市,浙江省,"118.880931,28.924451"
融安,RAZ,广西壮族自治区柳州市融安县融安火车站,柳州市,广西壮族自治区,"109.407072,25.206435"
汝箕沟,RQJ,宁夏回族自治区石嘴山市平罗县汝箕沟,石嘴山市,宁夏回族自治区,"106.249313,38.947205"
瑞金,RJG,江西省赣州市瑞金市瑞金火车站,赣州市,江西省,"116.055733,25.862948"
日照,RZK,山东省日照市东港区日照火车站,日照市,山东省,"119.532726,35.404745"
双城堡,SCB,黑龙江省哈尔滨市双城区双城堡火车站,哈尔滨市,黑龙江省,"126.293451,45.397770"
绥芬河,SFB,黑龙江省牡丹江市绥芬河市绥芬河火车站,牡丹江市,黑龙江省,"131.161270,44.390390"
韶关东,SGQ,广东省韶关市浈江区韶关东火车站,韶关市,广东省,"113.604181,24.794067"
山海关,SHD,河北省秦皇岛市山海关区山海关火车站,秦皇岛市,河北省,"119.767174,40.000115"
绥化,SHB,黑龙江省绥化市北林区绥化火车站,绥化市,黑龙江省,"127.016123,46.645177"
三间房,SFX,北京市朝阳区三间房地区,北京市,北京市,"116.565880,39.910484"
苏家屯,SXT,辽宁省沈阳市苏家屯区苏家屯火车站,沈阳市,辽宁省,"123.353009,41.661974"
舒兰,SLL,吉林省吉林市舒兰市舒兰火车站,吉林市,吉林省,"126.953641,44.407581"
神木南,OMY,陕西省榆林市神木市南火车站,榆林市,陕西省,"110.243865,39.259838"
三门峡,SMF,河南省三门峡市湖滨区三门峡火车站,三门峡市,河南省,"111.233978,34.760342"
商南,ONY,陕西省商洛市商南县商南火车站,商洛市,陕西省,"110.901379,33.526694"
遂宁,NIW,四川省遂宁市船山区遂宁火车站,遂宁市,四川省,"105.541737,30.542463"
四平,SPT,吉林省四平市铁西区四平火车站,四平市,吉林省,"124.373528,43.167715"
商丘,SQF,河南省商丘市梁园区商丘火车站,商丘市,河南省,"115.658050,34.446123"
上饶,SRG,江西省上饶市信州区上饶火车站,上饶市,江西省,"118.006796,28.490482"
韶山,SSQ,湖南省湘潭市韶山市韶山火车站,湘潭市,湖南省,"112.528618,27.921649"
宿松,OAH,,,,
汕头,OTQ,广东省汕头市龙湖区汕头火车站,汕头市,广东省,"116.755357,23.372121"
邵武,SWS,福建省南平市邵武市邵武火车站,南平市,福建省,"117.480630,27.350298"
涉县,OEP,,,,
三亚,SEQ,海南省三亚市吉阳区三亚火车站,三亚市,海南省,"109.492988,18.296272"
三  亚,JUQ,海南省三亚市,三亚市,海南省,"109.508270,18.247871"
邵阳,SYQ,湖南省邵阳市大祥区邵阳火车站,邵阳市,湖南省,"111.461423,27.212968"
十堰,SNN,湖北省十堰市丹江口市十堰火车站,十堰市,湖北省,"111.086369,32.509944"
三元区,SMS,,,,
双鸭山,SSB,黑龙江省双鸭山市尖山区双鸭山火车站,双鸭山市,黑龙江省,"131.152166,46.644784"
松原,VYT,吉林省松原市宁江区松原火车站,松原市,吉林省,"124.817626,45.108435"
苏州,SZH,江苏省苏州市姑苏区苏州火车站,苏州市,江苏省,"120.611172,31.330663"
深圳,SZQ,广东省深圳市罗湖区深圳火车站,深圳市,广东省,"114.120509,22.535149"
宿州,OXH,安徽省宿州市埇桥区宿州火车站,宿州市,安徽省,"116.995155,33.638922"
随州,SZN,湖北省随州市曾都区随州火车站,随州市,湖北省,"113.417082,31.721072"
朔州,SUV,山西省朔州市朔城区朔州火车站,朔州市,山西省,"112.448508,39.315718"
深圳西,OSQ,广东省深圳市南山区西火车站,深圳市,广东省,"113.907306,22.527573"
塘豹,TBQ,湖南省怀化市通道侗族自治县塘豹,怀化市,湖南省,"109.615784,26.201529"
塔尔气,TVX,新疆维吾尔自治区喀什地区疏勒县塔尔塔吉克族乡,喀什地区,新疆维吾尔自治区,"76.070358,39.238052"
潼关,TGY,陕西省渭南市潼关县潼关火车站,渭南市,陕西省,"110.247790,34.535696"
塘沽,TGP,天津市滨海新区塘沽,天津市,天津市,"117.660965,39.029556"
塔河,TXX,,,,
通化,THL,吉林省通化市东昌区通化火车站,通化市,吉林省,"125.979706,41.753574"
泰来,TLX,黑龙江省齐齐哈尔市泰来县泰来火车站,齐齐哈尔市,黑龙江省,"123.412470,46.392236"
吐鲁番,TFR,新疆维吾尔自治区吐鲁番市高昌区吐鲁番火车站,吐鲁番市,新疆维吾尔自治区,"88.874575,43.150653"
通辽,TLD,内蒙古自治区通辽市科尔沁区通辽火车站,通辽市,内蒙古自治区,"122.271121,43.604894"
铁岭,TLT,辽宁省铁岭市银州区铁岭火车站,铁岭市,辽宁省,"123.836357,42.293298"
陶赖昭,TPT,吉林省松原市扶余市陶赖昭镇,松原市,吉林省,"125.934868,44.827122"
图们,TML,吉林省延边朝鲜族自治州图们市图们火车站,延边朝鲜族自治州,吉林省,"129.840713,42.964673"
铜仁,RDQ,贵州省铜仁市碧江区铜仁火车站,铜仁市,贵州省,"109.203911,27.739787"
唐山北,FUP,河北省唐山市遵化市北火车站,唐山市,河北省,"117.954669,40.213054"
田师府,TFT,,,,
泰山,TAK,山东省泰安市泰山区泰山火车站,泰安市,山东省,"117.109941,36.187218"
唐山,TSP,河北省唐山市路北区唐山火车站,唐山市,河北省,"118.117486,39.625671"
天水,TSJ,甘肃省天水市麦积区天水火车站,天水市,甘肃省,"105.899940,34.565890"
通远堡,TYT,辽宁省丹东市凤城市通远堡镇,丹东市,辽宁省,"123.925377,40.796787"
太阳升,TQT,吉林省延边朝鲜族自治州龙井市太阳镇,延边朝鲜族自治州,吉林省,"129.355759,42.954151"
泰州,UTH,江苏省泰州市海陵区泰州火车站,泰州市,江苏省,"119.979919,32.528898"
桐梓,TZW,贵州省遵义市桐梓县桐梓火车站,遵义市,贵州省,"106.832096,28.131126"
通州西,TAP,江苏省南通市通州区通州,南通市,江苏省,"121.075127,32.077256"
五常,WCB,黑龙江省哈尔滨市五常市五常火车站,哈尔滨市,黑龙江省,"127.142900,44.921187"
武昌,WCN,武昌火车站,武汉市,湖北省,"114.317662,30.528563"
瓦房店,WDT,辽宁省大连市瓦房店市瓦房店火车站,大连市,辽宁省,"122.009102,39.624929"
威海,WKK,山东省威海市环翠区威海火车站,威海市,山东省,"122.148346,37.425312"
芜湖,WHH,安徽省芜湖市镜湖区芜湖火车站,芜湖市,安徽省,"118.394905,31.347048"
乌海西,WXC,内蒙古自治区乌海市乌达区西火车站,乌海市,内蒙古自治区,"106.737799,39.455208"
吴家屯,WJT,浙江省台州市玉环县吴家,台州市,浙江省,"121.293015,28.266691"
乌鲁木齐南,WMR,新疆维吾尔自治区乌鲁木齐市,乌鲁木齐市,新疆维吾尔自治区,"87.616848,43.825592"
武隆,WLW,重庆市武隆区武隆火车站,重庆市,重庆市,"107.775653,29.326167"
乌兰浩特,WWT,内蒙古自治区兴安盟乌兰浩特市乌兰浩特火车站,兴安盟,内蒙古自治区,"122.063153,46.071351"
渭南,WNY,陕西省渭南市临渭区渭南火车站,渭南市,陕西省,"109.493142,34.484119"
威舍,WSM,贵州省黔西南布依族苗族自治州兴义市威舍镇,黔西南布依族苗族自治州,贵州省,"104.739319,25.273294"
歪头山,WIT,福建省漳州市华安县歪头,漳州市,福建省,"117.644585,24.998154"
武威,WUJ,甘肃省武威市凉州区武威火车站,武威市,甘肃省,"102.624119,37.903547"
武威南,WWJ,甘肃省武威市凉州区南火车站,武威市,甘肃省,"102.737707,37.815298"
无锡,WXH,江苏省无锡市梁溪区无锡火车站,无锡市,江苏省,"120.306537,31.589335"
乌西,WXR,山东省淄博市桓台县乌西村,淄博市,山东省,"118.121864,37.033630"
乌伊岭,WPB,,,,
武夷山,WAS,福建省南平市武夷山市武夷山火车站,南平市,福建省,"118.030460,27.729585"
万源,WYY,四川省达州市万源市万源火车站,达州市,四川省,"108.042949,32.083445"
万州,WYW,重庆市万州区万州火车站,重庆市,重庆市,"108.400089,30.754618"
梧州,WZZ,广西壮族自治区梧州市长洲区梧州火车站,梧州市,广西壮族自治区,"111.240725,23.486962"
温州,RZH,浙江省温州市鹿城区温州火车站,温州市,浙江省,"120.685823,27.980535"
温州南,VRH,浙江省温州市瓯海区温州南火车站,温州市,浙江省,"120.585130,27.965897"
西昌,ECW,四川省凉山彝族自治州西昌市西昌火车站,凉山彝族自治州,四川省,"102.224078,27.877363"
许昌,XCF,河南省许昌市魏都区许昌火车站,许昌市,河南省,"113.821430,34.020301"
西昌南,ENW,四川省凉山彝族自治州西昌市南火车站,凉山彝族自治州,四川省,"102.213322,27.838973"
锡林浩特,XTC,内蒙古自治区锡林郭勒盟锡林浩特市锡林浩特火车站,锡林郭勒盟,内蒙古自治区,"116.027709,43.919149"
厦门北,XKS,福建省厦门市集美区北火车站,厦门市,福建省,"118.074103,24.635950"
厦门,XMS,福建省厦门市思明区厦门火车站,厦门市,福建省,"118.113970,24.469084"
厦门高崎,XBS,福建省厦门市湖里区高崎火车站,厦门市,福建省,"118.114375,24.537777"
宣威,XWM,云南省曲靖市宣威市宣威火车站,曲靖市,云南省,"104.119765,26.208242"
新乡,XXF,河南省新乡市卫滨区新乡火车站,新乡市,河南省,"113.860433,35.306155"
信阳,XUN,河南省信阳市平桥区信阳火车站,信阳市,河南省,"114.082303,32.128743"
咸阳,XYY,陕西省咸阳市渭城区咸阳火车站,咸阳市,陕西省,"108.734231,34.344363"
襄阳,XFN,湖北省襄阳市樊城区襄阳火车站,襄阳市,湖北省,"112.154790,32.058010"
熊岳城,XYT,辽宁省营口市盖州市熊岳镇,营口市,辽宁省,"122.037636,40.063332"
新余,XUG,江西省新余市渝水区新余火车站,新余市,江西省,"114.939506,27.809975"
徐州,XCH,江苏省徐州市云龙区徐州火车站,徐州市,江苏省,"117.205818,34.267071"
延安,YWY,陕西省延安市宝塔区延安火车站,延安市,陕西省,"109.481126,36.557020"
宜宾,YBW,,,,
亚布力南,YWB,云南省怒江傈僳族自治州福贡县亚布,怒江傈僳族自治州,云南省,"98.936874,27.155647"
叶柏寿,YBD,辽宁省朝阳市建平县叶柏寿镇,朝阳市,辽宁省,"119.647881,41.400467"
宜昌东,HAN,湖北省宜昌市伍家岗区宜昌东火车站,宜昌市,湖北省,"111.371946,30.657103"
永川,YCW,重庆市永川区永川火车站,重庆市,重庆市,"105.901099,29.340873"
盐城,AFH,江苏省盐城市亭湖区盐城火车站,盐城市,江苏省,"120.173265,33.382505"
宜昌,YCN,湖北省宜昌市西陵区宜昌火车站,宜昌市,湖北省,"111.299165,30.701532"
运城,YNV,山西省运城市盐湖区运城火车站,运城市,山西省,"110.990477,35.026119"
